0	RT @MarcMonster: Siri keeps trying to send me to escort services....is that legal? @Apple
1	@iancollinsuk @apple I like what you did there...!
1	@Apple Safari Reader owns the worldwide web
0	@apple Give Siri back!
1	Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox Chrome). #sadmac
0	Head to our FB page for a link to the @Apple Community Support Page detailing how to turn off #newsstand auto renewal.http://t.co/65HPp0tu
1	Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often
0	Going to the @apple store today to get this laptop situation figured out
0	@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions.
0	One thing I want from #ios is searching in the add bar similar to what Firefox or droid phones do. But thnx for a talking Google @apple ...
0	Ok so it was a lion and not a leopard. Too much upgrading this weekend. @apple
0	@apple should make Siri avalible for all devices not exclusive to the iPhone 4S
0	@NoVaTyler: @Foreverfit4u amazing how quickly apple went down the poop tube It couldn't have 2do w/operator error! #sarcasm Still  @apple
1	Just apply for a job at @Apple hope they call me lol
1	Waited in line for nothing fucking genius @Apple called an app for John not jean stop fucking up my name im not a French boy. #PCam ...
1	God Bless @YouTube @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)
1	NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad
0	@Apple main office is #nowplaying  A milli - Lil Wayne.
0	#Siri is kinda slow tho impressed it got my accent and commands first time out. @apple
1	I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm
0	Would you look at that.. @SouthwestAir does @Apple style welcomes as well. http://t.co/t0TrFnk8 #customerappreciation #custserv
0	Follow me and I follow you!! @iOS5 @fansoflilwayne @follow @apple
0	While the improvements in @Apple Mac OS 10.7 #Lion are great the full-screen implementation on 2 monitors is broken.
0	@reddclay81 Well then!P.S. Did you respond so fast because of @Apple 's #iOS5 ?
1	@apple @iphone Please deliver my daughter's i4s she is driving me nuts #iphone
0	I just told my @apple 4S she was a stupid bitch and her reply was if you insist #lol
0	Been MIA from Twitter.. But now Tweeting from my new @apple iPhone! :) #finallycool #notreally well It IS ..I'm not :) #stilllearning
0	@BeeeThree I am aye I wasn't @apple
0	strange i cannot put my newsstand app into any group. @apple wants to be our new paperboy #iOS #iphone
1	THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE
1	Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple
0	What do we have to do to get Flash on #iPad? @Apple please please please change your mind. Thank you in advance! @kusi_sk  @PeterNemcok
0	has the new iOS5 changed the way the iPad charges? I've noticed I can charge from my laptop & iPhone charger now @toptweets @BBCClick @apple
0	@JarjarTee @apple That's really good. Makes you happy to pay the infamous @apple tax :)
0	@AsimRang @apple @umber the podcasts feature works just fine music purchasing is straight forward what else do you want?
1	Samsung seeks iPhone 4S ban in Japan and AustraliaPatent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk
0	Attending #mobilemem  listening to James Kelley from @apple .
1	Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???
0	You need to ask #Siri her favorite color and the average speed of an unladen swallow. Seems Someone @apple is a Monty python fan
1	I  @Apple http://t.co/a8on3IAa
0	@xwordy iCloud was new; I didn't need weather or stocks but they were there pre #ios5 so I'm not hopeful that this will help @apple
